"Species","Species_raw","measure_class","Measure","Units","Value_canonical","raw_value","raw_unit","Source","first_author","Year","Team","role"
"Phoniscus atrox","Phoniscus atrox","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Phoniscus aerosa","Phoniscus aerosa","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mormoops blainvillei","Mormoops blainvillei","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mormoops megalophylla","Mormoops megalophylla","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mormoops magna","Mormoops magna","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pteronotus davyi","Pteronotus davyi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pteronotus gymnonotus","Pteronotus gymnonotus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pteronotus quadridens","Pteronotus quadridens","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pteronotus macleayii","Pteronotus macleayii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pteronotus parnellii","Pteronotus parnellii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pteronotus pristinus","Pteronotus pristinus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pteronotus personatus","Pteronotus personatus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Noctilio leporinus","Noctilio leporinus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Noctilio albiventris","Noctilio albiventris","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Amorphochilus schnablii","Amorphochilus schnablii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Furipterus horrens","Furipterus horrens","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thyroptera discifera","Thyroptera discifera","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thyroptera lavali","Thyroptera lavali","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thyroptera tricolor","Thyroptera tricolor","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chilonatalus micropus","Chilonatalus micropus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chilonatalus tumidifrons","Chilonatalus tumidifrons","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Natalus jamaicensis","Natalus jamaicensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Natalus major","Natalus major","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Natalus primus","Natalus primus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Natalus tumidirostris","Natalus tumidirostris","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Natalus stramineus","Natalus stramineus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Nyctiellus lepidus","Nyctiellus lepidus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Manis crassicaudata","Manis crassicaudata","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Manis pentadactyla","Manis pentadactyla","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Manis culionensis","Manis culionensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Manis javanica","Manis javanica","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Manis temminckii","Manis temminckii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Manis gigantea","Manis gigantea","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Manis tetradactyla","Manis tetradactyla","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Manis tricuspis","Manis tricuspis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Acinonyx jubatus","Acinonyx jubatus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Caracal caracal","Caracal caracal","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Catopuma badia","Catopuma badia","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Catopuma temminckii","Catopuma temminckii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Felis catus","Felis catus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Felis silvestris","Felis silvestris","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Felis nigripes","Felis nigripes","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Felis margarita","Felis margarita","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Felis chaus","Felis chaus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Felis bieti","Felis bieti","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Felis manul","Felis manul","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leopardus guigna","Leopardus guigna","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leopardus tigrinus","Leopardus tigrinus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leopardus pardalis","Leopardus pardalis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leopardus wiedii","Leopardus wiedii","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leopardus geoffroyi","Leopardus geoffroyi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leopardus colocolo","Leopardus colocolo","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leopardus braccatus","Leopardus braccatus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leopardus pajeros","Leopardus pajeros","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leopardus jacobitus","Leopardus jacobitus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leptailurus serval","Leptailurus serval","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lynx pardinus","Lynx pardinus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lynx rufus","Lynx rufus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lynx lynx","Lynx lynx","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lynx canadensis","Lynx canadensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pardofelis marmorata","Pardofelis marmorata","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Prionailurus bengalensis","Prionailurus bengalensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Prionailurus iriomotensis","Prionailurus iriomotensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Prionailurus planiceps","Prionailurus planiceps","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Prionailurus rubiginosus","Prionailurus rubiginosus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Prionailurus viverrinus","Prionailurus viverrinus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Profelis aurata","Profelis aurata","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Puma yagouaroundi","Puma yagouaroundi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Puma concolor","Puma concolor","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Neofelis nebulosa","Neofelis nebulosa","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Panthera leo","Panthera leo","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Panthera tigris","Panthera tigris","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Panthera onca","Panthera onca","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Panthera pardus","Panthera pardus","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Uncia uncia","Uncia uncia","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Prionodon linsang","Prionodon linsang","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Prionodon pardicolor","Prionodon pardicolor","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Civettictis civetta","Civettictis civetta","diet_ecology","Trophic_guild","category","Omnivore","Omnivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta tigrina","Genetta tigrina","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta abyssinica","Genetta abyssinica","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta angolensis","Genetta angolensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta bourloni","Genetta bourloni","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta cristata","Genetta cristata","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta genetta","Genetta genetta","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta johnstoni","Genetta johnstoni","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta pardina","Genetta pardina","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta poensis","Genetta poensis","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta thierryi","Genetta thierryi","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta victoriae","Genetta victoriae","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta servalina","Genetta servalina","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Genetta piscivora","Genetta piscivora","diet_ecology","Trophic_guild","category","Faunivore","Faunivore","category","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
